,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.18043038565911496,0.03739944791601835,0.2339378807739978,0.040822419340622695,0.2062652875499793,0.21727306918660638,0.2269455872641346,0.0775299523020766,0.12925172357429593
Drosophila,0.18043038565911496,0.0,0.17405565421106817,0.06423604003629402,0.18265037679172802,0.035656863637354985,0.06041280020925055,0.04744035003040681,0.2474667924505365,0.06735807626998547
E.coli,0.03739944791601835,0.17405565421106817,0.0,0.2065169687169094,0.022531734051640884,0.1859899866698812,0.1880820276126558,0.20330532850029692,0.05293589705040713,0.12015787945752043
Human,0.2339378807739978,0.06423604003629402,0.2065169687169094,0.0,0.21580037959014808,0.011467457237912315,0.0031134414789294462,0.004570063404088276,0.2765662212835672,0.08119748664755178
M.tb,0.040822419340622695,0.18265037679172802,0.022531734051640884,0.21580037959014808,0.0,0.19569241755384081,0.1970745201602947,0.2131585663391341,0.054325536154271714,0.12208974403040773
Mouse,0.2062652875499793,0.035656863637354985,0.1859899866698812,0.011467457237912315,0.19569241755384081,0.0,0.010571823006799042,0.007337033739049148,0.25919753101043974,0.056430816182124865
Rabbit,0.21727306918660638,0.06041280020925055,0.1880820276126558,0.0031134414789294462,0.1970745201602947,0.010571823006799042,0.0,0.006011533626035015,0.255326949873695,0.06757239877755672
Rat,0.2269455872641346,0.04744035003040681,0.20330532850029692,0.004570063404088276,0.2131585663391341,0.007337033739049148,0.006011533626035015,0.0,0.2787624858021709,0.0747942112681026
Thermus,0.0775299523020766,0.2474667924505365,0.05293589705040713,0.2765662212835672,0.054325536154271714,0.25919753101043974,0.255326949873695,0.2787624858021709,0.0,0.15844664659689878
Yeast,0.12925172357429593,0.06735807626998547,0.12015787945752043,0.08119748664755178,0.12208974403040773,0.056430816182124865,0.06757239877755672,0.0747942112681026,0.15844664659689878,0.0
