,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.7450980392156863,0.4124293785310734,0.7092198581560284,0.4124293785310734,0.7172413793103448,0.7092198581560284,0.7092198581560284,0.4044943820224719,0.7071428571428571
Drosophila,0.7450980392156863,0.0,0.6907894736842105,0.1588235294117647,0.743421052631579,0.16279069767441856,0.1588235294117647,0.1588235294117647,0.7254901960784313,0.242603550295858
E.coli,0.4124293785310734,0.6907894736842105,0.0,0.6714285714285715,0.42937853107344637,0.6805555555555556,0.6714285714285715,0.6714285714285715,0.44067796610169496,0.6834532374100719
Human,0.7092198581560284,0.1588235294117647,0.6714285714285715,0.0,0.7285714285714286,0.0,0.0,0.0,0.6950354609929078,0.28402366863905326
M.tb,0.4124293785310734,0.743421052631579,0.42937853107344637,0.7285714285714286,0.0,0.7291666666666667,0.7285714285714286,0.7285714285714286,0.4101123595505618,0.7050359712230216
Mouse,0.7172413793103448,0.16279069767441856,0.6805555555555556,0.0,0.7291666666666667,0.0,0.0,0.0,0.6965517241379311,0.27976190476190477
Rabbit,0.7092198581560284,0.1588235294117647,0.6714285714285715,0.0,0.7285714285714286,0.0,0.0,0.0,0.6950354609929078,0.28402366863905326
Rat,0.7092198581560284,0.1588235294117647,0.6714285714285715,0.0,0.7285714285714286,0.0,0.0,0.0,0.6950354609929078,0.28402366863905326
Thermus,0.4044943820224719,0.7254901960784313,0.44067796610169496,0.6950354609929078,0.4101123595505618,0.6965517241379311,0.6950354609929078,0.6950354609929078,0.0,0.7071428571428571
Yeast,0.7071428571428571,0.242603550295858,0.6834532374100719,0.28402366863905326,0.7050359712230216,0.27976190476190477,0.28402366863905326,0.28402366863905326,0.7071428571428571,0.0
