,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.21259760764071844,0.07755031015724345,0.3840902546264432,0.07128004485884587,0.3360161234175292,0.38604505689962765,0.34937413792809835,0.10200693938106198,0.20061906809935603
Drosophila,0.21259760764071844,0.0,0.25673670575299556,0.17458681840670343,0.20715796031284417,0.13307820495442735,0.1680971445782804,0.138316645456794,0.2469700431978159,0.09434057604755752
E.coli,0.07755031015724345,0.25673670575299556,0.0,0.44985919858052636,0.053914793170136255,0.4067938484004415,0.4511626948630558,0.4148753083398603,0.07042969762966356,0.17655153015412128
Human,0.3840902546264432,0.17458681840670343,0.44985919858052636,0.0,0.37991472504841506,0.011646459963279732,0.001584955292887269,0.007341044077567749,0.4098989079126232,0.35262796289581555
M.tb,0.07128004485884587,0.20715796031284417,0.053914793170136255,0.37991472504841506,0.0,0.3446679186250968,0.3781082764774223,0.34620497684647733,0.04811217369553378,0.147339494327138
Mouse,0.3360161234175292,0.13307820495442735,0.4067938484004415,0.011646459963279732,0.3446679186250968,0.0,0.013029351517269583,0.006404194332961688,0.3862061500414885,0.3094816020089801
Rabbit,0.38604505689962765,0.1680971445782804,0.4511626948630558,0.001584955292887269,0.3781082764774223,0.013029351517269583,0.0,0.00655964669137199,0.40776319897831337,0.3444905133873357
Rat,0.34937413792809835,0.138316645456794,0.4148753083398603,0.007341044077567749,0.34620497684647733,0.006404194332961688,0.00655964669137199,0.0,0.3839372147328154,0.31064103628832507
Thermus,0.10200693938106198,0.2469700431978159,0.07042969762966356,0.4098989079126232,0.04811217369553378,0.3862061500414885,0.40776319897831337,0.3839372147328154,0.0,0.156391860952926
Yeast,0.20061906809935603,0.09434057604755752,0.17655153015412128,0.35262796289581555,0.147339494327138,0.3094816020089801,0.3444905133873357,0.31064103628832507,0.156391860952926,0.0
