,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.18176499999999995,0.061429999999999985,0.14278999999999997,0.11066500000000001,0.70516,0.13927,0.15981,0.07738500000000004,0.172535
Drosophila,0.18176499999999995,0.0,0.21964000000000006,0.10777000000000003,0.20772999999999997,0.75537,0.11346499999999993,0.10381499999999999,0.22486000000000006,0.15466000000000002
E.coli,0.061429999999999985,0.21964000000000006,0.0,0.16359499999999993,0.13141500000000006,0.720965,0.16520999999999997,0.18386999999999998,0.08758500000000002,0.191025
Human,0.14278999999999997,0.10777000000000003,0.16359499999999993,0.0,0.16776999999999997,0.67443,0.03153499999999998,0.06836500000000001,0.17900000000000005,0.07282500000000003
M.tb,0.11066500000000001,0.20772999999999997,0.13141500000000006,0.16776999999999997,0.0,0.7338899999999999,0.17364000000000002,0.18089,0.1580299999999999,0.18996499999999994
Mouse,0.70516,0.75537,0.720965,0.67443,0.7338899999999999,0.0,0.6732400000000001,0.72519,0.729195,0.73871
Rabbit,0.13927,0.11346499999999993,0.16520999999999997,0.03153499999999998,0.17364000000000002,0.6732400000000001,0.0,0.06135999999999997,0.173095,0.080905
Rat,0.15981,0.10381499999999999,0.18386999999999998,0.06836500000000001,0.18089,0.72519,0.06135999999999997,0.0,0.19513999999999998,0.11361500000000002
Thermus,0.07738500000000004,0.22486000000000006,0.08758500000000002,0.17900000000000005,0.1580299999999999,0.729195,0.173095,0.19513999999999998,0.0,0.19524000000000008
Yeast,0.172535,0.15466000000000002,0.191025,0.07282500000000003,0.18996499999999994,0.73871,0.080905,0.11361500000000002,0.19524000000000008,0.0
