,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.6608695652173913,0.33043478260869563,0.6521739130434783,0.28695652173913044,0.6491228070175439,0.6521739130434783,0.6521739130434783,0.4122807017543859,0.6260869565217391
Drosophila,0.6608695652173913,0.0,0.5913043478260869,0.08661417322834641,0.6521739130434783,0.08730158730158732,0.08661417322834641,0.08661417322834641,0.6491228070175439,0.15748031496062997
E.coli,0.33043478260869563,0.5913043478260869,0.0,0.5811965811965811,0.3931623931623932,0.5775862068965517,0.5811965811965811,0.5811965811965811,0.4473684210526315,0.5826086956521739
Human,0.6521739130434783,0.08661417322834641,0.5811965811965811,0.0,0.6581196581196581,0.0,0.0,0.0,0.6578947368421053,0.14960629921259838
M.tb,0.28695652173913044,0.6521739130434783,0.3931623931623932,0.6581196581196581,0.0,0.6551724137931034,0.6581196581196581,0.6581196581196581,0.39473684210526316,0.6173913043478261
Mouse,0.6491228070175439,0.08730158730158732,0.5775862068965517,0.0,0.6551724137931034,0.0,0.0,0.0,0.6578947368421053,0.1507936507936508
Rabbit,0.6521739130434783,0.08661417322834641,0.5811965811965811,0.0,0.6581196581196581,0.0,0.0,0.0,0.6578947368421053,0.14960629921259838
Rat,0.6521739130434783,0.08661417322834641,0.5811965811965811,0.0,0.6581196581196581,0.0,0.0,0.0,0.6578947368421053,0.14960629921259838
Thermus,0.4122807017543859,0.6491228070175439,0.4473684210526315,0.6578947368421053,0.39473684210526316,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.0,0.6052631578947368
Yeast,0.6260869565217391,0.15748031496062997,0.5826086956521739,0.14960629921259838,0.6173913043478261,0.1507936507936508,0.14960629921259838,0.14960629921259838,0.6052631578947368,0.0
