,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.014457082449489067,0.003668175276273389,0.014191756544026046,0.004445706066847133,0.014236951422077593,0.014252399015684425,0.014249405427310347,0.0035937339848356453,0.014713023437982087
Drosophila,0.014457082449489067,0.0,0.014789342622004265,0.0012351376520599588,0.014132183502396978,0.001302555431156982,0.0013753093914214976,0.0013421212921195247,0.01467710941433531,0.0015893659487047351
E.coli,0.003668175276273389,0.014789342622004265,0.0,0.013630651624630397,0.003658263584169874,0.01363344338081951,0.013736326114373587,0.013660556904337762,0.0025858958938815846,0.015696834662835335
Human,0.014191756544026046,0.0012351376520599588,0.013630651624630397,0.0,0.013988327574735782,2.437518115583348e-05,7.970765139375668e-05,4.6963075449935054e-05,0.013400730140444739,0.0018754414136366027
M.tb,0.004445706066847133,0.014132183502396978,0.003658263584169874,0.013988327574735782,0.0,0.013965264075843753,0.014223383005744883,0.014027170457949656,0.005336075628064485,0.015225057880773551
Mouse,0.014236951422077593,0.001302555431156982,0.01363344338081951,2.437518115583348e-05,0.013965264075843753,0.0,0.00011365750138192521,2.860213804500855e-05,0.013402836499513238,0.0019888216651378077
Rabbit,0.014252399015684425,0.0013753093914214976,0.013736326114373587,7.970765139375668e-05,0.014223383005744883,0.00011365750138192521,0.0,6.228840022615145e-05,0.01334512516822739,0.0019248239407718692
Rat,0.014249405427310347,0.0013421212921195247,0.013660556904337762,4.6963075449935054e-05,0.014027170457949656,2.860213804500855e-05,6.228840022615145e-05,0.0,0.013425436024503634,0.0019893220385134303
Thermus,0.0035937339848356453,0.01467710941433531,0.0025858958938815846,0.013400730140444739,0.005336075628064485,0.013402836499513238,0.01334512516822739,0.013425436024503634,0.0,0.015026495000346807
Yeast,0.014713023437982087,0.0015893659487047351,0.015696834662835335,0.0018754414136366027,0.015225057880773551,0.0019888216651378077,0.0019248239407718692,0.0019893220385134303,0.015026495000346807,0.0
