,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.08682991072145863,0.01628528805401641,0.11557765855236901,0.0208588648430581,0.1045139929176514,0.10260762060757866,0.10060093704279827,0.02293964484255706,0.0627678734727084
Drosophila,0.08682991072145863,0.0,0.07939691825904538,0.03300436863785006,0.09904557352539745,0.019362581802917167,0.0265005077070678,0.018070926522645414,0.09731951446709952,0.047322992524966745
E.coli,0.01628528805401641,0.07939691825904538,0.0,0.1181971365197999,0.015849386778560293,0.10394836429556864,0.10450314652528692,0.09837332720451941,0.020831960662115123,0.06951482930290853
Human,0.11557765855236901,0.03300436863785006,0.1181971365197999,0.0,0.14359911576139606,0.003884965847769206,0.0018806182882938893,0.005110091887956858,0.12793983219247507,0.0819849330145841
M.tb,0.0208588648430581,0.09904557352539745,0.015849386778560293,0.14359911576139606,0.0,0.12831532899598752,0.12779862351612048,0.12151080317961682,0.025298059157367825,0.06548904896904129
Mouse,0.1045139929176514,0.019362581802917167,0.10394836429556864,0.003884965847769206,0.12831532899598752,0.0,0.0023066836871560303,0.0022241604043400365,0.11615068957740615,0.06594313889325676
Rabbit,0.10260762060757866,0.0265005077070678,0.10450314652528692,0.0018806182882938893,0.12779862351612048,0.0023066836871560303,0.0,0.003198811597889595,0.11422739359768197,0.0689831767907495
Rat,0.10060093704279827,0.018070926522645414,0.09837332720451941,0.005110091887956858,0.12151080317961682,0.0022241604043400365,0.003198811597889595,0.0,0.1102348387781602,0.06403595388241423
Thermus,0.02293964484255706,0.09731951446709952,0.020831960662115123,0.12793983219247507,0.025298059157367825,0.11615068957740615,0.11422739359768197,0.1102348387781602,0.0,0.07695250092488048
Yeast,0.0627678734727084,0.047322992524966745,0.06951482930290853,0.0819849330145841,0.06548904896904129,0.06594313889325676,0.0689831767907495,0.06403595388241423,0.07695250092488048,0.0
