,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.273925,0.02805000000000002,0.2491000000000001,0.049795000000000034,0.24885999999999997,0.24392000000000003,0.2558849999999999,0.023234999999999895,0.23726500000000006
Drosophila,0.273925,0.0,0.28798999999999997,0.08833500000000005,0.2747299999999999,0.08600000000000008,0.08598499999999998,0.08926999999999996,0.284995,0.0972900000000001
E.coli,0.02805000000000002,0.28798999999999997,0.0,0.26178,0.05174999999999996,0.259865,0.257625,0.26829499999999995,0.023859999999999992,0.24829999999999997
Human,0.2491000000000001,0.08833500000000005,0.26178,0.0,0.24877000000000005,0.04401999999999995,0.015784999999999938,0.028120000000000034,0.2601800000000001,0.06993499999999997
M.tb,0.049795000000000034,0.2747299999999999,0.05174999999999996,0.24877000000000005,0.0,0.24180000000000001,0.24436499999999994,0.248815,0.053404999999999925,0.24173
Mouse,0.24885999999999997,0.08600000000000008,0.259865,0.04401999999999995,0.24180000000000001,0.0,0.036209999999999964,0.03944000000000003,0.259825,0.06066499999999997
Rabbit,0.24392000000000003,0.08598499999999998,0.257625,0.015784999999999938,0.24436499999999994,0.036209999999999964,0.0,0.025020000000000042,0.25546,0.06460500000000002
Rat,0.2558849999999999,0.08926999999999996,0.26829499999999995,0.028120000000000034,0.248815,0.03944000000000003,0.025020000000000042,0.0,0.268035,0.07101500000000005
Thermus,0.023234999999999895,0.284995,0.023859999999999992,0.2601800000000001,0.053404999999999925,0.259825,0.25546,0.268035,0.0,0.24606499999999998
Yeast,0.23726500000000006,0.0972900000000001,0.24829999999999997,0.06993499999999997,0.24173,0.06066499999999997,0.06460500000000002,0.07101500000000005,0.24606499999999998,0.0
