,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.29930499999999993,0.12858999999999998,0.286605,0.112985,0.28495000000000004,0.28400000000000003,0.297775,0.11921000000000004,0.28930999999999996
Drosophila,0.29930499999999993,0.0,0.27002499999999996,0.050124999999999975,0.29295000000000004,0.05307499999999998,0.044435,0.04769000000000001,0.2525200000000001,0.06581499999999996
E.coli,0.12858999999999998,0.27002499999999996,0.0,0.2565299999999999,0.08265,0.2525550000000001,0.25246,0.26441000000000003,0.06410499999999997,0.253745
Human,0.286605,0.050124999999999975,0.2565299999999999,0.0,0.27678,0.016490000000000005,0.015295000000000059,0.03167500000000001,0.23475000000000001,0.033399999999999985
M.tb,0.112985,0.29295000000000004,0.08265,0.27678,0.0,0.2738499999999999,0.27584,0.286635,0.0785800000000001,0.275535
Mouse,0.28495000000000004,0.05307499999999998,0.2525550000000001,0.016490000000000005,0.2738499999999999,0.0,0.028299999999999992,0.03814000000000006,0.23170999999999997,0.04186000000000001
Rabbit,0.28400000000000003,0.044435,0.25246,0.015295000000000059,0.27584,0.028299999999999992,0.0,0.026505,0.23224500000000003,0.0324850000000001
Rat,0.297775,0.04769000000000001,0.26441000000000003,0.03167500000000001,0.286635,0.03814000000000006,0.026505,0.0,0.247815,0.047009999999999996
Thermus,0.11921000000000004,0.2525200000000001,0.06410499999999997,0.23475000000000001,0.0785800000000001,0.23170999999999997,0.23224500000000003,0.247815,0.0,0.24070999999999998
Yeast,0.28930999999999996,0.06581499999999996,0.253745,0.033399999999999985,0.275535,0.04186000000000001,0.0324850000000001,0.047009999999999996,0.24070999999999998,0.0
