,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.10112515642122533,0.01850994572874387,0.11594180899891382,0.007220896364249274,0.11338107977453671,0.11885498870640121,0.11509949147369047,0.040358714322293876,0.09932946313392021
Drosophila,0.10112515642122533,0.0,0.05165464822524746,0.005305962994666125,0.09469047440539302,0.004160363515721688,0.006643956658170191,0.00411677511355546,0.03535367651439536,0.001838338977699805
E.coli,0.01850994572874387,0.05165464822524746,0.0,0.061284734605410174,0.014436802517713065,0.05878367304786336,0.06357290729764142,0.06124373405344574,0.009933527360905248,0.04988777787316001
Human,0.11594180899891382,0.005305962994666125,0.061284734605410174,0.0,0.10538248567775466,0.0007378851493069494,0.0001471828094744554,0.0005396434480906542,0.04383385877786816,0.005265787685764134
M.tb,0.007220896364249274,0.09469047440539302,0.014436802517713065,0.10538248567775466,0.0,0.10272818683531615,0.1078475854979628,0.10539357570377106,0.03347762657689679,0.09030451268541384
Mouse,0.11338107977453671,0.004160363515721688,0.05878367304786336,0.0007378851493069494,0.10272818683531615,0.0,0.0012429990278411962,0.0006567151832761464,0.04143104300550138,0.0036942825585962735
Rabbit,0.11885498870640121,0.006643956658170191,0.06357290729764142,0.0001471828094744554,0.1078475854979628,0.0012429990278411962,0.0,0.0009588855857415313,0.04588529521737916,0.0064558217711154775
Rat,0.11509949147369047,0.00411677511355546,0.06124373405344574,0.0005396434480906542,0.10539357570377106,0.0006567151832761464,0.0009588855857415313,0.0,0.04326098675318424,0.004547000640778065
Thermus,0.040358714322293876,0.03535367651439536,0.009933527360905248,0.04383385877786816,0.03347762657689679,0.04143104300550138,0.04588529521737916,0.04326098675318424,0.0,0.03322091495160129
Yeast,0.09932946313392021,0.001838338977699805,0.04988777787316001,0.005265787685764134,0.09030451268541384,0.0036942825585962735,0.0064558217711154775,0.004547000640778065,0.03322091495160129,0.0
