,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.2236612783133316,0.03379942870341346,0.25524379631591465,0.04145952515194817,0.2607127226709278,0.2779978646762311,0.26711754346746364,0.05689037880469605,0.12464395022606556
Drosophila,0.2236612783133316,0.0,0.19910737342381202,0.19915536177112336,0.19633618363898153,0.18173477675118088,0.2365049553813504,0.1661522222621591,0.23364330169516634,0.0811667029703319
E.coli,0.03379942870341346,0.19910737342381202,0.0,0.18402011634236415,0.023151298665853193,0.18845544753069177,0.20687494518377314,0.1903033887172635,0.08757193444984768,0.14222778137843528
Human,0.25524379631591465,0.19915536177112336,0.18402011634236415,0.0,0.21151504014571532,0.003931863274827863,0.0049511495628259405,0.009037698468108535,0.31760077826519406,0.19735422030224126
M.tb,0.04145952515194817,0.19633618363898153,0.023151298665853193,0.21151504014571532,0.0,0.21387152325046233,0.23937485287666527,0.21099877175570303,0.07224791622262716,0.14781721927232871
Mouse,0.2607127226709278,0.18173477675118088,0.18845544753069177,0.003931863274827863,0.21387152325046233,0.0,0.007205008336848895,0.006312019416904069,0.317019396896996,0.19017094955714076
Rabbit,0.2779978646762311,0.2365049553813504,0.20687494518377314,0.0049511495628259405,0.23937485287666527,0.007205008336848895,0.0,0.016161616858935912,0.3457990873094974,0.2265831146871824
Rat,0.26711754346746364,0.1661522222621591,0.1903033887172635,0.009037698468108535,0.21099877175570303,0.006312019416904069,0.016161616858935912,0.0,0.3222330504882498,0.19642112986415539
Thermus,0.05689037880469605,0.23364330169516634,0.08757193444984768,0.31760077826519406,0.07224791622262716,0.317019396896996,0.3457990873094974,0.3222330504882498,0.0,0.13431469994018563
Yeast,0.12464395022606556,0.0811667029703319,0.14222778137843528,0.19735422030224126,0.14781721927232871,0.19017094955714076,0.2265831146871824,0.19642112986415539,0.13431469994018563,0.0
