,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.1058,0.08740000000000003,0.10270000000000001,0.0746,0.10199999999999998,0.10270000000000001,0.11109999999999998,0.07469999999999999,0.10799999999999998
Drosophila,0.1058,0.0,0.10189999999999999,0.02429999999999999,0.10040000000000004,0.022599999999999953,0.018900000000000028,0.032200000000000006,0.07930000000000004,0.03200000000000003
E.coli,0.08740000000000003,0.10189999999999999,0.0,0.0937,0.03520000000000001,0.08450000000000002,0.0937,0.09819999999999995,0.037699999999999956,0.0928
Human,0.10270000000000001,0.02429999999999999,0.0937,0.0,0.07909999999999995,0.008299999999999974,0.0,0.008399999999999963,0.06599999999999995,0.013399999999999967
M.tb,0.0746,0.10040000000000004,0.03520000000000001,0.07909999999999995,0.0,0.08030000000000004,0.08540000000000003,0.09019999999999995,0.026499999999999968,0.08979999999999999
Mouse,0.10199999999999998,0.022599999999999953,0.08450000000000002,0.008299999999999974,0.08030000000000004,0.0,0.007099999999999995,0.013499999999999956,0.06310000000000004,0.020199999999999996
Rabbit,0.10270000000000001,0.018900000000000028,0.0937,0.0,0.08540000000000003,0.007099999999999995,0.0,0.00770000000000004,0.06630000000000003,0.016599999999999948
Rat,0.11109999999999998,0.032200000000000006,0.09819999999999995,0.008399999999999963,0.09019999999999995,0.013499999999999956,0.00770000000000004,0.0,0.07579999999999998,0.019399999999999973
Thermus,0.07469999999999999,0.07930000000000004,0.037699999999999956,0.06599999999999995,0.026499999999999968,0.06310000000000004,0.06630000000000003,0.07579999999999998,0.0,0.07479999999999998
Yeast,0.10799999999999998,0.03200000000000003,0.0928,0.013399999999999967,0.08979999999999999,0.020199999999999996,0.016599999999999948,0.019399999999999973,0.07479999999999998,0.0
