,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.028984228801826384,0.002154170050048476,0.025085117006293456,0.002740949458758357,0.026501815039871257,0.026693370957547202,0.026501815039871257,0.005939189948274359,0.03071671386841157
Drosophila,0.028984228801826384,0.0,0.029863692494905836,0.0015554084892729358,0.02707475680938254,0.0012565531761093984,0.001231082700595687,0.0012565531761093984,0.02810168080644193,0.001975012899681161
E.coli,0.002154170050048476,0.029863692494905836,0.0,0.02570844436453379,0.003340973548146109,0.027010067055673548,0.02722272132436865,0.027010067055673548,0.006150256366945439,0.030937185276909474
Human,0.025085117006293456,0.0015554084892729358,0.02570844436453379,0.0,0.022515388430739525,0.00026017947425693855,0.000299814378194041,0.00026017947425693855,0.02325343458095852,0.0018979538319795486
M.tb,0.002740949458758357,0.02707475680938254,0.003340973548146109,0.022515388430739525,0.0,0.024009746778307917,0.02430235766145261,0.024009746778307917,0.004174720459918846,0.02739423526676532
Mouse,0.026501815039871257,0.0012565531761093984,0.027010067055673548,0.00026017947425693855,0.024009746778307917,0.0,2.333826141021067e-05,2.220446049250313e-16,0.024394923664169732,0.0017516668265429303
Rabbit,0.026693370957547202,0.001231082700595687,0.02722272132436865,0.000299814378194041,0.02430235766145261,2.333826141021067e-05,0.0,2.333826141021067e-05,0.024577598669671907,0.0018225261341684451
Rat,0.026501815039871257,0.0012565531761093984,0.027010067055673548,0.00026017947425693855,0.024009746778307917,2.220446049250313e-16,2.333826141021067e-05,0.0,0.024394923664169732,0.0017516668265429303
Thermus,0.005939189948274359,0.02810168080644193,0.006150256366945439,0.02325343458095852,0.004174720459918846,0.024394923664169732,0.024577598669671907,0.024394923664169732,0.0,0.027872965334222455
Yeast,0.03071671386841157,0.001975012899681161,0.030937185276909474,0.0018979538319795486,0.02739423526676532,0.0017516668265429303,0.0018225261341684451,0.0017516668265429303,0.027872965334222455,0.0
