,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.17011225156188314,0.029387811492117555,0.17835771257562572,0.038716862092225135,0.18315037838529047,0.1780930720412367,0.18582722721205402,0.04523419636084913,0.13174164330781246
Drosophila,0.17011225156188314,0.0,0.16041628995308121,0.05501395572942369,0.17211457933517527,0.05276676921007217,0.051440642984976526,0.039652003014702286,0.19508696932070813,0.027954224158790897
E.coli,0.029387811492117555,0.16041628995308121,0.0,0.15316910809082496,0.03780756199116564,0.16052378287446056,0.15202020697277185,0.16501848757396487,0.05987197389852028,0.12011857649775548
Human,0.17835771257562572,0.05501395572942369,0.15316910809082496,0.0,0.19850733218588335,0.0017886536643700879,0.0016655259483002727,0.0073384748137972355,0.1886228413792237,0.06897980693724359
M.tb,0.038716862092225135,0.17211457933517527,0.03780756199116564,0.19850733218588335,0.0,0.20620026001027114,0.19429548398879593,0.20871022763969094,0.04270547826554427,0.11948527718984059
Mouse,0.18315037838529047,0.05276676921007217,0.16052378287446056,0.0017886536643700879,0.20620026001027114,0.0,0.003049267984789772,0.004977066295979382,0.19682498108443247,0.0712712236369385
Rabbit,0.1780930720412367,0.051440642984976526,0.15202020697277185,0.0016655259483002727,0.19429548398879593,0.003049267984789772,0.0,0.007294960184553223,0.18791140018078467,0.06226133739977813
Rat,0.18582722721205402,0.039652003014702286,0.16501848757396487,0.0073384748137972355,0.20871022763969094,0.004977066295979382,0.007294960184553223,0.0,0.20393671180089457,0.06236286760841814
Thermus,0.04523419636084913,0.19508696932070813,0.05987197389852028,0.1886228413792237,0.04270547826554427,0.19682498108443247,0.18791140018078467,0.20393671180089457,0.0,0.1394032010489269
Yeast,0.13174164330781246,0.027954224158790897,0.12011857649775548,0.06897980693724359,0.11948527718984059,0.0712712236369385,0.06226133739977813,0.06236286760841814,0.1394032010489269,0.0
