,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.13290000000000002,0.01319999999999999,0.10840000000000005,0.028699999999999948,0.10750000000000004,0.10419999999999996,0.11104999999999998,0.009399999999999964,0.10029999999999994
Drosophila,0.13290000000000002,0.0,0.14480000000000004,0.06740000000000002,0.137,0.06499999999999995,0.06389999999999996,0.06830000000000003,0.14159999999999995,0.06820000000000004
E.coli,0.01319999999999999,0.14480000000000004,0.0,0.11880000000000002,0.03490000000000004,0.11570000000000003,0.11529999999999996,0.1251,0.013599999999999945,0.11270000000000002
Human,0.10840000000000005,0.06740000000000002,0.11880000000000002,0.0,0.11119999999999997,0.027200000000000002,0.0027000000000000357,0.014399999999999968,0.11750000000000005,0.04910000000000003
M.tb,0.028699999999999948,0.137,0.03490000000000004,0.11119999999999997,0.0,0.10329999999999995,0.10770000000000002,0.11170000000000002,0.0363,0.10809999999999997
Mouse,0.10750000000000004,0.06499999999999995,0.11570000000000003,0.027200000000000002,0.10329999999999995,0.0,0.022399999999999975,0.027000000000000024,0.11550000000000005,0.03949999999999998
Rabbit,0.10419999999999996,0.06389999999999996,0.11529999999999996,0.0027000000000000357,0.10770000000000002,0.022399999999999975,0.0,0.013599999999999945,0.11809999999999998,0.04520000000000002
Rat,0.11104999999999998,0.06830000000000003,0.1251,0.014399999999999968,0.11170000000000002,0.027000000000000024,0.013599999999999945,0.0,0.12450000000000006,0.0484
Thermus,0.009399999999999964,0.14159999999999995,0.013599999999999945,0.11750000000000005,0.0363,0.11550000000000005,0.11809999999999998,0.12450000000000006,0.0,0.11019999999999996
Yeast,0.10029999999999994,0.06820000000000004,0.11270000000000002,0.04910000000000003,0.10809999999999997,0.03949999999999998,0.04520000000000002,0.0484,0.11019999999999996,0.0
