,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,3.594252347946167,1.1588232517242432,3.467188596725464,1.010484218597412,3.4856793880462646,3.46484637260437,3.476992607116699,1.5010632276535034,3.2845618724823
Drosophila,3.594252347946167,0.0,4.213685035705566,0.6524629592895508,3.4367308616638184,0.5987643003463745,0.6606547832489014,0.5944353938102722,3.4371609687805176,0.9443457722663879
E.coli,1.1588232517242432,4.213685035705566,0.0,4.124794006347656,1.387717366218567,4.1405134201049805,4.116580009460449,4.134097099304199,1.9379539489746094,3.9181652069091797
Human,3.467188596725464,0.6524629592895508,4.124794006347656,0.0,3.3269665241241455,0.14857043325901031,0.2023163139820099,0.21873785555362701,3.2930891513824463,0.6751972436904907
M.tb,1.010484218597412,3.4367308616638184,1.387717366218567,3.3269665241241455,0.0,3.346322536468506,3.315584659576416,3.328413248062134,1.2011561393737793,3.082930564880371
Mouse,3.4856793880462646,0.5987643003463745,4.1405134201049805,0.14857043325901031,3.346322536468506,0.0,0.22108681499958038,0.16239242255687714,3.3299977779388428,0.7098536491394043
Rabbit,3.46484637260437,0.6606547832489014,4.116580009460449,0.2023163139820099,3.315584659576416,0.22108681499958038,0.0,0.19691070914268494,3.2994205951690674,0.6643222570419312
Rat,3.476992607116699,0.5944353938102722,4.134097099304199,0.21873785555362701,3.328413248062134,0.16239242255687714,0.19691070914268494,0.0,3.3051202297210693,0.7381314635276794
Thermus,1.5010632276535034,3.4371609687805176,1.9379539489746094,3.2930891513824463,1.2011561393737793,3.3299977779388428,3.2994205951690674,3.3051202297210693,0.0,3.099583864212036
Yeast,3.2845618724823,0.9443457722663879,3.9181652069091797,0.6751972436904907,3.082930564880371,0.7098536491394043,0.6643222570419312,0.7381314635276794,3.099583864212036,0.0
