,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,1.0363117456436157,0.43245652318000793,1.273061752319336,0.48878756165504456,1.189693570137024,1.1887913942337036,1.169327974319458,0.512224018573761,0.8456603288650513
Drosophila,1.0363117456436157,0.0,0.9891783595085144,0.7029716372489929,1.100688099861145,0.5308700799942017,0.6226900219917297,0.5149456262588501,1.0918108224868774,0.7714461088180542
E.coli,0.43245652318000793,0.9891783595085144,0.0,1.2875028848648071,0.41845253109931946,1.1872838735580444,1.200467586517334,1.1584153175354004,0.48046162724494934,0.879413366317749
Human,1.273061752319336,0.7029716372489929,1.2875028848648071,0.0,1.4084348678588867,0.24428966641426086,0.1696431040763855,0.27814480662345886,1.3352363109588623,1.0909475088119507
M.tb,0.48878756165504456,1.100688099861145,0.41845253109931946,1.4084348678588867,0.0,1.3099408149719238,1.3178179264068604,1.2780330181121826,0.5284871459007263,0.8520325422286987
Mouse,1.189693570137024,0.5308700799942017,1.1872838735580444,0.24428966641426086,1.3099408149719238,0.0,0.18350322544574738,0.1783522367477417,1.2502930164337158,0.9638909697532654
Rabbit,1.1887913942337036,0.6226900219917297,1.200467586517334,0.1696431040763855,1.3178179264068604,0.18350322544574738,0.0,0.21556925773620605,1.250819444656372,0.9940277934074402
Rat,1.169327974319458,0.5149456262588501,1.1584153175354004,0.27814480662345886,1.2780330181121826,0.1783522367477417,0.21556925773620605,0.0,1.2212237119674683,0.9523943662643433
Thermus,0.512224018573761,1.0918108224868774,0.48046162724494934,1.3352363109588623,0.5284871459007263,1.2502930164337158,1.250819444656372,1.2212237119674683,0.0,0.9250664114952087
Yeast,0.8456603288650513,0.7714461088180542,0.879413366317749,1.0909475088119507,0.8520325422286987,0.9638909697532654,0.9940277934074402,0.9523943662643433,0.9250664114952087,0.0
