,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.20196316611512877,0.03848882454847691,0.18276165081420226,0.057275079323390155,0.2059177941028908,0.18509998340790712,0.20585948066525572,0.09885867934204062,0.14297139524095348
Drosophila,0.20196316611512877,0.0,0.171058042509595,0.17057156568285958,0.1967710425117144,0.19125032990085578,0.17113806069182735,0.16958151805697175,0.172162605668572,0.04465225595032929
E.coli,0.03848882454847691,0.171058042509595,0.0,0.22963249303147815,0.04762326592532473,0.25368694470751774,0.23151400184139503,0.24644467108652968,0.06326143940532103,0.13526275845012037
Human,0.18276165081420226,0.17057156568285958,0.22963249303147815,0.0,0.23948575894403012,0.0043175779706340345,0.001156194760103979,0.0057321520095537926,0.2287293396420269,0.14022056685648865
M.tb,0.057275079323390155,0.1967710425117144,0.04762326592532473,0.23948575894403012,0.0,0.26512831372170365,0.2407508122417923,0.26166949079812274,0.07327187235822574,0.1508745597599973
Mouse,0.2059177941028908,0.19125032990085578,0.25368694470751774,0.0043175779706340345,0.26512831372170365,0.0,0.0035392086847276794,0.003691202750766731,0.24600811096324515,0.16166709587976213
Rabbit,0.18509998340790712,0.17113806069182735,0.23151400184139503,0.001156194760103979,0.2407508122417923,0.0035392086847276794,0.0,0.004516162595568196,0.2273214314859523,0.14051116268317454
Rat,0.20585948066525572,0.16958151805697175,0.24644467108652968,0.0057321520095537926,0.26166949079812274,0.003691202750766731,0.004516162595568196,0.0,0.23940152809811477,0.14833965979222907
Thermus,0.09885867934204062,0.172162605668572,0.06326143940532103,0.2287293396420269,0.07327187235822574,0.24600811096324515,0.2273214314859523,0.23940152809811477,0.0,0.15318667746734738
Yeast,0.14297139524095348,0.04465225595032929,0.13526275845012037,0.14022056685648865,0.1508745597599973,0.16166709587976213,0.14051116268317454,0.14833965979222907,0.15318667746734738,0.0
