,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.7560975609756098,0.4975845410628019,0.7365853658536585,0.4782608695652174,0.7365853658536585,0.7365853658536585,0.7365853658536585,0.4900990099009901,0.7635467980295567
Drosophila,0.7560975609756098,0.0,0.8009708737864077,0.2562189054726368,0.7619047619047619,0.25373134328358204,0.2562814070351759,0.2518891687657431,0.7263681592039801,0.34196891191709844
E.coli,0.4975845410628019,0.8009708737864077,0.0,0.8009708737864077,0.49282296650717705,0.8009708737864077,0.8009708737864077,0.8009708737864077,0.46568627450980393,0.803921568627451
Human,0.7365853658536585,0.2562189054726368,0.8009708737864077,0.0,0.7476190476190476,0.01741293532338306,0.017587939698492483,0.015113350125944613,0.7412935323383085,0.33160621761658027
M.tb,0.4782608695652174,0.7619047619047619,0.49282296650717705,0.7476190476190476,0.0,0.7476190476190476,0.7476190476190476,0.7476190476190476,0.4411764705882353,0.7451923076923077
Mouse,0.7365853658536585,0.25373134328358204,0.8009708737864077,0.01741293532338306,0.7476190476190476,0.0,0.027638190954773822,0.0025188916876573986,0.736318407960199,0.3264248704663213
Rabbit,0.7365853658536585,0.2562814070351759,0.8009708737864077,0.017587939698492483,0.7476190476190476,0.027638190954773822,0.0,0.02518891687657432,0.7412935323383085,0.3290155440414507
Rat,0.7365853658536585,0.2518891687657431,0.8009708737864077,0.015113350125944613,0.7476190476190476,0.0025188916876573986,0.02518891687657432,0.0,0.736318407960199,0.3264248704663213
Thermus,0.4900990099009901,0.7263681592039801,0.46568627450980393,0.7412935323383085,0.4411764705882353,0.736318407960199,0.7412935323383085,0.736318407960199,0.0,0.728643216080402
Yeast,0.7635467980295567,0.34196891191709844,0.803921568627451,0.33160621761658027,0.7451923076923077,0.3264248704663213,0.3290155440414507,0.3264248704663213,0.728643216080402,0.0
