,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.7039473684210527,0.44666666666666666,0.6821192052980132,0.42038216560509556,0.6821192052980132,0.6802721088435374,0.6845637583892618,0.43918918918918914,0.653061224489796
Drosophila,0.7039473684210527,0.0,0.7297297297297297,0.1576576576576577,0.695364238410596,0.1576576576576577,0.15454545454545454,0.1651785714285714,0.6917808219178082,0.3640552995391705
E.coli,0.44666666666666666,0.7297297297297297,0.0,0.722972972972973,0.4,0.722972972972973,0.7191780821917808,0.722972972972973,0.527027027027027,0.6917808219178082
Human,0.6821192052980132,0.1576576576576577,0.722972972972973,0.0,0.7,0.0045045045045044585,0.00917431192660545,0.004545454545454519,0.6917808219178082,0.3963133640552995
M.tb,0.42038216560509556,0.695364238410596,0.4,0.7,0.0,0.7,0.6917808219178082,0.6959459459459459,0.5067567567567568,0.6643835616438356
Mouse,0.6821192052980132,0.1576576576576577,0.722972972972973,0.0045045045045044585,0.7,0.0,0.00917431192660545,0.0,0.6917808219178082,0.3963133640552995
Rabbit,0.6802721088435374,0.15454545454545454,0.7191780821917808,0.00917431192660545,0.6917808219178082,0.00917431192660545,0.0,0.009090909090909038,0.6917808219178082,0.3963133640552995
Rat,0.6845637583892618,0.1651785714285714,0.722972972972973,0.004545454545454519,0.6959459459459459,0.0,0.009090909090909038,0.0,0.6917808219178082,0.3963133640552995
Thermus,0.43918918918918914,0.6917808219178082,0.527027027027027,0.6917808219178082,0.5067567567567568,0.6917808219178082,0.6917808219178082,0.6917808219178082,0.0,0.7054794520547945
Yeast,0.653061224489796,0.3640552995391705,0.6917808219178082,0.3963133640552995,0.6643835616438356,0.3963133640552995,0.3963133640552995,0.3963133640552995,0.7054794520547945,0.0
