,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.03273069651272886,0.013347844214804172,0.030693106675977244,0.01108757941964622,0.030631461394721393,0.028518950593071635,0.02987491847182011,0.010087370255530526,0.032539120849758296
Drosophila,0.03273069651272886,0.0,0.028070041401225265,0.001628908559660358,0.027397245004875503,0.0015538389983255074,0.0017257696933230537,0.0013708697299741335,0.02892622562792002,0.00603123653984261
E.coli,0.013347844214804172,0.028070041401225265,0.0,0.024777615864261082,0.00832516771800329,0.025370300504427012,0.02406196273806438,0.026557136870599685,0.0073467422834679885,0.020760830817784792
Human,0.030693106675977244,0.001628908559660358,0.024777615864261082,0.0,0.026778595552453432,8.224197253758891e-05,0.00042660018264406574,0.000564531232597254,0.026775526607984546,0.006217077635730983
M.tb,0.01108757941964622,0.027397245004875503,0.00832516771800329,0.026778595552453432,0.0,0.02706645464871138,0.02586867203785803,0.028188144774036084,0.005972855643099906,0.021864636594789877
Mouse,0.030631461394721393,0.0015538389983255074,0.025370300504427012,8.224197253758891e-05,0.02706645464871138,0.0,0.0003444747101599699,0.0004421183670647588,0.026952171225483212,0.00640250626750416
Rabbit,0.028518950593071635,0.0017257696933230537,0.02406196273806438,0.00042660018264406574,0.02586867203785803,0.0003444747101599699,0.0,0.00037371824444865087,0.02540779712817942,0.006345646576494612
Rat,0.02987491847182011,0.0013708697299741335,0.026557136870599685,0.000564531232597254,0.028188144774036084,0.0004421183670647588,0.00037371824444865087,0.0,0.028166496450046763,0.006948488905650918
Thermus,0.010087370255530526,0.02892622562792002,0.0073467422834679885,0.026775526607984546,0.005972855643099906,0.026952171225483212,0.02540779712817942,0.028166496450046763,0.0,0.023882241554106565
Yeast,0.032539120849758296,0.00603123653984261,0.020760830817784792,0.006217077635730983,0.021864636594789877,0.00640250626750416,0.006345646576494612,0.006948488905650918,0.023882241554106565,0.0
