,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.09149755728734787,0.01178527351327685,0.08335236809960445,0.009442758511454041,0.08457881055881944,0.08316822453229344,0.08387440347125386,0.020368485772048417,0.07504449453426776
Drosophila,0.09149755728734787,0.0,0.12800860156848104,0.002915989174740341,0.08344958453931417,0.002458809543901319,0.0029885005688985444,0.002418800307004698,0.0841196040366945,0.006155821109572468
E.coli,0.01178527351327685,0.12800860156848104,0.0,0.12038841081344487,0.01633647545608874,0.12176874066783683,0.11973379880436996,0.12100776405382074,0.03284308860380569,0.10849048502254133
Human,0.08335236809960445,0.002915989174740341,0.12038841081344487,0.0,0.07673271393285308,0.00015083007848282204,0.00027989730550581626,0.00032723006383872377,0.07575858574453831,0.0031173065700267344
M.tb,0.009442758511454041,0.08344958453931417,0.01633647545608874,0.07673271393285308,0.0,0.07793036121889307,0.0760841627488048,0.07678474063859497,0.013018069890432749,0.06576844502825174
Mouse,0.08457881055881944,0.002458809543901319,0.12176874066783683,0.00015083007848282204,0.07793036121889307,0.0,0.0003340825422680771,0.00018015264152926314,0.07783280340932941,0.0034547617153396493
Rabbit,0.08316822453229344,0.0029885005688985444,0.11973379880436996,0.00027989730550581626,0.0760841627488048,0.0003340825422680771,0.0,0.0002651274508583823,0.07604062458763805,0.003015043366423442
Rat,0.08387440347125386,0.002418800307004698,0.12100776405382074,0.00032723006383872377,0.07678474063859497,0.00018015264152926314,0.0002651274508583823,0.0,0.07635747126206449,0.0037286431454562896
Thermus,0.020368485772048417,0.0841196040366945,0.03284308860380569,0.07575858574453831,0.013018069890432749,0.07783280340932941,0.07604062458763805,0.07635747126206449,0.0,0.06743555952583491
Yeast,0.07504449453426776,0.006155821109572468,0.10849048502254133,0.0031173065700267344,0.06576844502825174,0.0034547617153396493,0.003015043366423442,0.0037286431454562896,0.06743555952583491,0.0
