,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.7795698924731183,0.41666666666666663,0.7688172043010753,0.4558823529411765,0.7675675675675675,0.7663043478260869,0.7675675675675675,0.47058823529411764,0.782608695652174
Drosophila,0.7795698924731183,0.0,0.7593582887700535,0.15929203539823011,0.7914438502673797,0.15486725663716816,0.15111111111111108,0.15486725663716816,0.7593582887700535,0.3153153153153153
E.coli,0.41666666666666663,0.7593582887700535,0.0,0.7379679144385027,0.46341463414634143,0.7365591397849462,0.7351351351351352,0.7365591397849462,0.47572815533980584,0.7459459459459459
Human,0.7688172043010753,0.15929203539823011,0.7379679144385027,0.0,0.7634408602150538,0.004444444444444473,0.004464285714285698,0.004444444444444473,0.7379679144385027,0.30316742081447967
M.tb,0.4558823529411765,0.7914438502673797,0.46341463414634143,0.7634408602150538,0.0,0.7634408602150538,0.7621621621621621,0.7634408602150538,0.448780487804878,0.7837837837837838
Mouse,0.7675675675675675,0.15486725663716816,0.7365591397849462,0.004444444444444473,0.7634408602150538,0.0,0.0,0.0,0.7365591397849462,0.3063063063063063
Rabbit,0.7663043478260869,0.15111111111111108,0.7351351351351352,0.004464285714285698,0.7621621621621621,0.0,0.0,0.0,0.7351351351351352,0.3063063063063063
Rat,0.7675675675675675,0.15486725663716816,0.7365591397849462,0.004444444444444473,0.7634408602150538,0.0,0.0,0.0,0.7365591397849462,0.3063063063063063
Thermus,0.47058823529411764,0.7593582887700535,0.47572815533980584,0.7379679144385027,0.448780487804878,0.7365591397849462,0.7351351351351352,0.7365591397849462,0.0,0.7297297297297297
Yeast,0.782608695652174,0.3153153153153153,0.7459459459459459,0.30316742081447967,0.7837837837837838,0.3063063063063063,0.3063063063063063,0.3063063063063063,0.7297297297297297,0.0
