,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.3379000000000001,0.05973499999999998,0.31758,0.07522499999999999,0.31257,0.31496499999999994,0.31720499999999996,0.0985450000000001,0.31847500000000006
Drosophila,0.3379000000000001,0.0,0.349665,0.08701999999999999,0.36939500000000003,0.07845000000000002,0.08072499999999994,0.09318000000000004,0.36621499999999996,0.12685499999999994
E.coli,0.05973499999999998,0.349665,0.0,0.334765,0.124085,0.33038999999999996,0.331905,0.3340449999999999,0.10299000000000003,0.33308000000000004
Human,0.31758,0.08701999999999999,0.334765,0.0,0.34761,0.016965000000000008,0.008175000000000043,0.022150000000000003,0.349595,0.09092
M.tb,0.07522499999999999,0.36939500000000003,0.124085,0.34761,0.0,0.34065999999999996,0.344615,0.342685,0.11780999999999997,0.3510500000000001
Mouse,0.31257,0.07845000000000002,0.33038999999999996,0.016965000000000008,0.34065999999999996,0.0,0.009094999999999964,0.017754999999999965,0.34464000000000006,0.08360000000000001
Rabbit,0.31496499999999994,0.08072499999999994,0.331905,0.008175000000000043,0.344615,0.009094999999999964,0.0,0.017549999999999955,0.34574499999999997,0.08465
Rat,0.31720499999999996,0.09318000000000004,0.3340449999999999,0.022150000000000003,0.342685,0.017754999999999965,0.017549999999999955,0.0,0.34675500000000004,0.09593999999999991
Thermus,0.0985450000000001,0.36621499999999996,0.10299000000000003,0.349595,0.11780999999999997,0.34464000000000006,0.34574499999999997,0.34675500000000004,0.0,0.354665
Yeast,0.31847500000000006,0.12685499999999994,0.33308000000000004,0.09092,0.3510500000000001,0.08360000000000001,0.08465,0.09593999999999991,0.354665,0.0
