,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.1481,0.1352,0.14170000000000005,0.12729999999999997,0.13759999999999994,0.13980000000000004,0.14800000000000002,0.1362,0.1523
Drosophila,0.1481,0.0,0.05920000000000003,0.02100000000000002,0.059799999999999964,0.04679999999999995,0.019499999999999962,0.021499999999999964,0.07669999999999999,0.026800000000000046
E.coli,0.1352,0.05920000000000003,0.0,0.062100000000000044,0.03810000000000002,0.09179999999999999,0.05779999999999996,0.07110000000000005,0.043200000000000016,0.06320000000000003
Human,0.14170000000000005,0.02100000000000002,0.062100000000000044,0.0,0.053749999999999964,0.0242,0.0,0.005800000000000027,0.06289999999999996,0.008600000000000052
M.tb,0.12729999999999997,0.059799999999999964,0.03810000000000002,0.053749999999999964,0.0,0.07769999999999999,0.05169999999999997,0.06440000000000001,0.024800000000000044,0.05579999999999996
Mouse,0.13759999999999994,0.04679999999999995,0.09179999999999999,0.0242,0.07769999999999999,0.0,0.0242,0.02629999999999999,0.09299999999999997,0.03059999999999996
Rabbit,0.13980000000000004,0.019499999999999962,0.05779999999999996,0.0,0.05169999999999997,0.0242,0.0,0.009499999999999953,0.06669999999999998,0.008099999999999996
Rat,0.14800000000000002,0.021499999999999964,0.07110000000000005,0.005800000000000027,0.06440000000000001,0.02629999999999999,0.009499999999999953,0.0,0.08020000000000005,0.011199999999999988
Thermus,0.1362,0.07669999999999999,0.043200000000000016,0.06289999999999996,0.024800000000000044,0.09299999999999997,0.06669999999999998,0.08020000000000005,0.0,0.06969999999999998
Yeast,0.1523,0.026800000000000046,0.06320000000000003,0.008600000000000052,0.05579999999999996,0.03059999999999996,0.008099999999999996,0.011199999999999988,0.06969999999999998,0.0
