,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.381375,0.05418499999999993,0.374405,0.04789500000000002,0.376845,0.37305999999999995,0.37807499999999994,0.05265999999999993,0.36854
Drosophila,0.381375,0.0,0.38439,0.03049999999999997,0.38047,0.030934999999999935,0.035744999999999916,0.04063499999999998,0.38853000000000004,0.04649499999999995
E.coli,0.05418499999999993,0.38439,0.0,0.37768999999999997,0.05298999999999998,0.37827999999999995,0.37753499999999995,0.37893,0.052224999999999966,0.37304000000000004
Human,0.374405,0.03049999999999997,0.37768999999999997,0.0,0.374765,0.004985000000000017,0.006305000000000005,0.01758000000000004,0.38175499999999996,0.030279999999999974
M.tb,0.04789500000000002,0.38047,0.05298999999999998,0.374765,0.0,0.37632,0.373305,0.37683500000000003,0.04942000000000002,0.36966
Mouse,0.376845,0.030934999999999935,0.37827999999999995,0.004985000000000017,0.37632,0.0,0.008334999999999981,0.012530000000000041,0.38315999999999995,0.031339999999999923
Rabbit,0.37305999999999995,0.035744999999999916,0.37753499999999995,0.006305000000000005,0.373305,0.008334999999999981,0.0,0.010809999999999986,0.381355,0.02585499999999996
Rat,0.37807499999999994,0.04063499999999998,0.37893,0.01758000000000004,0.37683500000000003,0.012530000000000041,0.010809999999999986,0.0,0.3843,0.029074999999999962
Thermus,0.05265999999999993,0.38853000000000004,0.052224999999999966,0.38175499999999996,0.04942000000000002,0.38315999999999995,0.381355,0.3843,0.0,0.3768
Yeast,0.36854,0.04649499999999995,0.37304000000000004,0.030279999999999974,0.36966,0.031339999999999923,0.02585499999999996,0.029074999999999962,0.3768,0.0
