,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.28049,0.022660000000000013,0.25902500000000006,0.038980000000000015,0.26615500000000003,0.2603599999999999,0.25861,0.043094999999999994,0.26527999999999996
Drosophila,0.28049,0.0,0.28773000000000004,0.059944999999999915,0.29127499999999995,0.07606999999999997,0.06015999999999999,0.06605499999999997,0.286755,0.06346999999999992
E.coli,0.022660000000000013,0.28773000000000004,0.0,0.268,0.050244999999999984,0.27454,0.268385,0.26774999999999993,0.05898999999999999,0.2721549999999999
Human,0.25902500000000006,0.059944999999999915,0.268,0.0,0.27249499999999993,0.03043499999999999,0.0030999999999999917,0.03441000000000005,0.2663,0.025325000000000042
M.tb,0.038980000000000015,0.29127499999999995,0.050244999999999984,0.27249499999999993,0.0,0.278115,0.2737799999999999,0.26734499999999994,0.050915000000000044,0.27577000000000007
Mouse,0.26615500000000003,0.07606999999999997,0.27454,0.03043499999999999,0.278115,0.0,0.030054999999999943,0.044480000000000075,0.27158499999999997,0.044564999999999966
Rabbit,0.2603599999999999,0.06015999999999999,0.268385,0.0030999999999999917,0.2737799999999999,0.030054999999999943,0.0,0.032850000000000046,0.2684249999999999,0.02479500000000001
Rat,0.25861,0.06605499999999997,0.26774999999999993,0.03441000000000005,0.26734499999999994,0.044480000000000075,0.032850000000000046,0.0,0.26544500000000004,0.036825
Thermus,0.043094999999999994,0.286755,0.05898999999999999,0.2663,0.050915000000000044,0.27158499999999997,0.2684249999999999,0.26544500000000004,0.0,0.27251500000000006
Yeast,0.26527999999999996,0.06346999999999992,0.2721549999999999,0.025325000000000042,0.27577000000000007,0.044564999999999966,0.02479500000000001,0.036825,0.27251500000000006,0.0
