,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.10072821213052918,0.008795261036814273,0.10368736496471631,0.024348549142058085,0.10349723663310362,0.10604539580182204,0.10230043988841231,0.03803798594159513,0.08738403273733164
Drosophila,0.10072821213052918,0.0,0.08861489164201675,0.026116149103381447,0.06702129577490556,0.029211693967192143,0.028649657021192265,0.02329857766955523,0.05679013383978537,0.00948575401029439
E.coli,0.008795261036814273,0.08861489164201675,0.0,0.09228496497939809,0.01628437844427877,0.09187818034252693,0.09397468150264254,0.09092352263929482,0.02662491466459438,0.0765184339059749
Human,0.10368736496471631,0.026116149103381447,0.09228496497939809,0.0,0.08307364016004903,0.0007429820924933495,0.0005939023146988021,0.0005664958891402616,0.08543807002972192,0.021842848466161136
M.tb,0.024348549142058085,0.06702129577490556,0.01628437844427877,0.08307364016004903,0.0,0.08395350387502487,0.08525704288455094,0.08101929051311929,0.01961497491545816,0.059783386107672754
Mouse,0.10349723663310362,0.029211693967192143,0.09187818034252693,0.0007429820924933495,0.08395350387502487,0.0,0.000518317393389367,0.0009141193347135257,0.08674759850449132,0.024641865519340334
Rabbit,0.10604539580182204,0.028649657021192265,0.09397468150264254,0.0005939023146988021,0.08525704288455094,0.000518317393389367,0.0,0.0008378606243362174,0.08731841345906799,0.024083406827446696
Rat,0.10230043988841231,0.02329857766955523,0.09092352263929482,0.0005664958891402616,0.08101929051311929,0.0009141193347135257,0.0008378606243362174,0.0,0.08193033145532735,0.02033080440035684
Thermus,0.03803798594159513,0.05679013383978537,0.02662491466459438,0.08543807002972192,0.01961497491545816,0.08674759850449132,0.08731841345906799,0.08193033145532735,0.0,0.058464354065865365
Yeast,0.08738403273733164,0.00948575401029439,0.0765184339059749,0.021842848466161136,0.059783386107672754,0.024641865519340334,0.024083406827446696,0.02033080440035684,0.058464354065865365,0.0
