,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,0.6428571428571428,0.4,0.6322869955156951,0.38148148148148153,0.6322869955156951,0.6322869955156951,0.6322869955156951,0.3566176470588235,0.6457399103139013
Drosophila,0.6428571428571428,0.0,0.65625,0.20318725099601598,0.6517857142857143,0.19920318725099606,0.2063492063492064,0.20238095238095233,0.6415929203539823,0.30952380952380953
E.coli,0.4,0.65625,0.0,0.663677130044843,0.4386617100371747,0.663677130044843,0.663677130044843,0.663677130044843,0.4095940959409594,0.6278026905829597
Human,0.6322869955156951,0.20318725099601598,0.663677130044843,0.0,0.6591928251121076,0.003984063745019917,0.0,0.003984063745019917,0.64,0.28685258964143423
M.tb,0.38148148148148153,0.6517857142857143,0.4386617100371747,0.6591928251121076,0.0,0.6591928251121076,0.6591928251121076,0.6591928251121076,0.36764705882352944,0.6591928251121076
Mouse,0.6322869955156951,0.19920318725099606,0.663677130044843,0.003984063745019917,0.6591928251121076,0.0,0.003984063745019917,0.0,0.64,0.2828685258964143
Rabbit,0.6322869955156951,0.2063492063492064,0.663677130044843,0.0,0.6591928251121076,0.003984063745019917,0.0,0.003968253968253954,0.64,0.2857142857142857
Rat,0.6322869955156951,0.20238095238095233,0.663677130044843,0.003984063745019917,0.6591928251121076,0.0,0.003968253968253954,0.0,0.64,0.28174603174603174
Thermus,0.3566176470588235,0.6415929203539823,0.4095940959409594,0.64,0.36764705882352944,0.64,0.64,0.64,0.0,0.6355555555555555
Yeast,0.6457399103139013,0.30952380952380953,0.6278026905829597,0.28685258964143423,0.6591928251121076,0.2828685258964143,0.2857142857142857,0.28174603174603174,0.6355555555555555,0.0
