,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,1.9443544149398804,1.2208378314971924,1.8719004392623901,1.166640281677246,1.873267650604248,1.8003325462341309,1.8449645042419434,1.0538618564605713,1.9325891733169556
Drosophila,1.9443544149398804,0.0,1.8021564483642578,0.4381188750267029,1.7941991090774536,0.4272514879703522,0.45281314849853516,0.4031982719898224,1.8284063339233398,0.8400766253471375
E.coli,1.2208378314971924,1.8021564483642578,0.0,1.6852633953094482,0.9949418902397156,1.7074030637741089,1.6571701765060425,1.7428067922592163,0.9062076210975647,1.5478062629699707
Human,1.8719004392623901,0.4381188750267029,1.6852633953094482,0.0,1.7695176601409912,0.09841429442167282,0.2230297476053238,0.25577661395072937,1.7498704195022583,0.850423276424408
M.tb,1.166640281677246,1.7941991090774536,0.9949418902397156,1.7695176601409912,0.0,1.7800142765045166,1.7376785278320312,1.8146945238113403,0.8585098385810852,1.6009001731872559
Mouse,1.873267650604248,0.4272514879703522,1.7074030637741089,0.09841429442167282,1.7800142765045166,0.0,0.20236800611019135,0.2273402065038681,1.7581499814987183,0.8634325265884399
Rabbit,1.8003325462341309,0.45281314849853516,1.6571701765060425,0.2230297476053238,1.7376785278320312,0.20236800611019135,0.0,0.2080496996641159,1.70067298412323,0.8588108420372009
Rat,1.8449645042419434,0.4031982719898224,1.7428067922592163,0.25577661395072937,1.8146945238113403,0.2273402065038681,0.2080496996641159,0.0,1.7924096584320068,0.8987719416618347
Thermus,1.0538618564605713,1.8284063339233398,0.9062076210975647,1.7498704195022583,0.8585098385810852,1.7581499814987183,1.70067298412323,1.7924096584320068,0.0,1.6588095426559448
Yeast,1.9325891733169556,0.8400766253471375,1.5478062629699707,0.850423276424408,1.6009001731872559,0.8634325265884399,0.8588108420372009,0.8987719416618347,1.6588095426559448,0.0
