,B.subtilis,Drosophila,E.coli,Human,M.tb,Mouse,Rabbit,Rat,Thermus,Yeast
B.subtilis,0.0,1.4668641090393066,0.5975571870803833,1.8787994384765625,0.6318461894989014,1.664909839630127,1.7822656631469727,1.7946592569351196,0.8686036467552185,1.2290160655975342
Drosophila,1.4668641090393066,0.0,1.4420592784881592,1.045857310295105,1.4784287214279175,0.7292972207069397,0.9890584349632263,0.8723968267440796,1.7087066173553467,0.9291216135025024
E.coli,0.5975571870803833,1.4420592784881592,0.0,1.7835100889205933,0.470030277967453,1.5904788970947266,1.677058458328247,1.7114266157150269,0.7172922492027283,1.1879403591156006
Human,1.8787994384765625,1.045857310295105,1.7835100889205933,0.0,1.8142380714416504,0.4664827585220337,0.23583731055259705,0.2901054918766022,2.0201163291931152,1.1681445837020874
M.tb,0.6318461894989014,1.4784287214279175,0.470030277967453,1.8142380714416504,0.0,1.6265770196914673,1.7077500820159912,1.746041178703308,0.7330081462860107,1.1971524953842163
Mouse,1.664909839630127,0.7292972207069397,1.5904788970947266,0.4664827585220337,1.6265770196914673,0.0,0.42588692903518677,0.349456250667572,1.8486523628234863,0.9102594256401062
Rabbit,1.7822656631469727,0.9890584349632263,1.677058458328247,0.23583731055259705,1.7077500820159912,0.42588692903518677,0.0,0.31380537152290344,1.912561297416687,1.0482007265090942
Rat,1.7946592569351196,0.8723968267440796,1.7114266157150269,0.2901054918766022,1.746041178703308,0.349456250667572,0.31380537152290344,0.0,1.9680126905441284,1.080074429512024
Thermus,0.8686036467552185,1.7087066173553467,0.7172922492027283,2.0201163291931152,0.7330081462860107,1.8486523628234863,1.912561297416687,1.9680126905441284,0.0,1.3551456928253174
Yeast,1.2290160655975342,0.9291216135025024,1.1879403591156006,1.1681445837020874,1.1971524953842163,0.9102594256401062,1.0482007265090942,1.080074429512024,1.3551456928253174,0.0
